8	.	NIL	.	7	.	* )))))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Agent
2	organizers	ROL	organizer	3	n	* )	organizer.n.01	Agent
3	expect	ENS	expect	0	(s:dcl\np)/np	fa(s:dcl\np, * 	expect.v.01	V
4	more~than	MOR	more~than	5	(n/n)/(n/n)	rp(np, lx(np, n, fa(n, fa(n/n, * 	O	Theme
5	300,000	QUC	300000	6	n/n	* )	O	Theme
6	visitors	ROL	visitor	3	n	* ))	visitor.n.01	Theme
7	.	NIL	.	6	.	* ))))	O	O

1	Graf	PER	graf	2	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	defeated	EPS	defeat	0	((s:dcl\np)/np)/np	fa(s:dcl\np, fa((s:dcl\np)/np, * 	defeat.v.01	V
3	Bradtke	PER	bradtke	2	n	ba(np, lx(np, n, * )	female.n.02	Co-Agent
4	from	REL	from	5	(np\np)/np	fa(np\np, * 	O	Co-Agent
5	Australia	GPE	australia	3	n	lx(np, n, * ))))	country.n.02	Co-Agent
6	6:2	SCO	6-2	7	np	rp(np, ba(np, * 	O	Extent
7	,	GRP	,	2	conj	* 	O	Extent
8	6:2	SCO	6-2	7	np	* ))	O	Extent
9	.	NIL	.	7	.	* ))))	O	O

1	But	BUT	but	5	s/s	ba(s:q, fa(s:dcl, * 	O
2	he	PRO	male	5	np	ba(s:dcl, * 	male.n.02
3	is	NOW	be	5	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
4	quiet	IST	quiet	5	s:adj\np	ba(s:adj\np, * 	quiet.a.01
5	and	COO	and	7	conj	* 	O
6	thoughtful	IST	thoughtful	5	s:adj\np	* )))))	thoughtful.a.01
7	,	NIL	,	0	(s:q\s:dcl)/(s:q/(s:adj\np))	fa(s:q\s:dcl, * 	O
8	is	NOW	be	7	(s:q/(s:adj\np))/np	fa(s:q/(s:adj\np), * 	O
9	n't	NOT	not	7	s\s	* )	O
10	he	PRO	male	7	np	rp(np, * 	male.n.02
11	?	QUE	?	10	.	* )))))	O

1	Who	QUE	person	2	s:wq/(s:dcl\np)	fa(s:wq, * 	person.n.01	Agent
2	painted	EPS	paint	0	(s:dcl\np)/np	fa(s:dcl\np, * 	paint.v.01	V
3	"	NIL	"	4	np/np	ba(np, fa(np, * 	O	Result
4	Sunflowers	ART	sunflowers	2	n	lx(np, n, * ))	painting.n.01	Result
5	"	NIL	"	4	np\np	rp(np\np, * 	O	Result
6	?	QUE	?	5	.	* )))))	O	Result

1	What	QUE	entity	2	(s:wq/(s:q/np))/n	fa(s:wq, fa(s:wq/(s:q/np), * 	entity.n.01	Location
2	city	CON	city	3	n	* )	city.n.01	Location
3	is	ENS	be	0	(s:q/pp)/np	fc(s:q/np, fa(s:q/pp, * 	be.v.03	V
4	Southwestern~University	ORG	southwestern~university	3	n	lx(np, n, * ))	university.n.03	Theme
5	in	REL	in	3	pp/np	rp(pp/np, * 	O	O
6	?	QUE	?	5	.	* ))))	O	O

1	Who	QUE	person	2	s:wq/(s:dcl\np)	fa(s:wq, * 	person.n.01	Theme
2	is	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, * 	be.v.02	V
3	John~Lennon	PER	john~lennon	5	n	fa(np, ba(np/(n/pp), lx(np, n, * )	male.n.02	Co-Theme
4	's	HAS	's	3	(np/(n/pp))\np	* )	O	Co-Theme
5	wife	ROL	wife	2	n/pp	rp(n/pp, * 	wife.n.01	Co-Theme
6	?	QUE	?	5	.	* )))))	O	Co-Theme

1	What	QUE	entity	2	(s:wq/(s:q/np))/n	fa(s:wq, fa(s:wq/(s:q/np), * 	entity.n.01	Theme
2	company	CON	company	5	n	* )	company.n.01	Theme
3	did	PST	do	5	(s:q/(s:b\np))/np	fc(s:q/np, fa(s:q/(s:b\np), * 	O	O
4	Nicholas~Brady	PER	nicholas~brady	5	n	lx(np, n, * ))	male.n.02	Agent
5	found	EXS	found	0	(s:b\np)/np	rp((s:b\np)/np, * 	found.v.01	V
6	?	QUE	?	5	.	* ))))	O	O

1	What	QUE	entity	2	s:wq/(s:dcl\np)	fa(s:wq, * 	entity.n.01	Theme
2	is	ENS	be	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	be.v.02	V
3	the	DEF	the	4	np/n	fa(np, * 	O	Co-Theme
4	first~name	CON	first~name	2	n/pp	fa(n, * 	first_name.n.01	Co-Theme
5	of	REL	of	8	pp/np	fa(pp, * 	O	Co-Theme
6	Nelson~Mandela	PER	nelson~mandela	8	n	fa(np, ba(np/(n/pp), lx(np, n, * )	male.n.02	Co-Theme
7	's	HAS	's	6	(np/(n/pp))\np	* )	O	Co-Theme
8	wife	ROL	wife	4	n/pp	* )))))	wife.n.01	Co-Theme
9	?	QUE	?	2	.	* )))	O	O

1	She	PRO	female	2	np	ba(s:dcl, * 	female.n.02	Agent
2	asked	EPS	ask	0	(s:dcl\np)/pp	fa(s:dcl\np, * 	ask.v.01	V
3	about	REL	about	4	pp/np	rp(pp, fa(pp, * 	O	Topic
4	you	PRO	hearer	2	np	* )	O	Topic
5	.	NIL	.	4	.	* ))))	O	O

1	They	PRO	person	2	np	ba(s:dcl, * 	person.n.01	Agent
2	planted	EPS	plant	0	(s:dcl\np)/np	fa(s:dcl\np, * 	plant.v.01	V
3	apple~trees	CON	apple~tree	2	n	rp(np, lx(np, n, * )	apple_tree.n.01	Theme
4	.	NIL	.	3	.	* ))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	reserved	EPS	reserve	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	reserve.v.03	V
3	a	DIS	a	4	np/n	fa(np, * 	O	Theme
4	seat	CON	seat	2	n	* ))	seat.n.01	Theme
5	.	NIL	.	2	.	* )))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O
2	stadium	CON	stadium	4	n	* )	stadium.n.01
3	is	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
4	adjacent	IST	adjacent	0	(s:adj\np)/pp	fa(s:adj\np, * 	adjacent.a.01
5	to	REL	to	7	pp/np	fa(pp, * 	O
6	the	DEF	the	7	np/n	rp(np, fa(np, * 	O
7	school	CON	school	4	n	* )	school.n.02
8	.	NIL	.	7	.	* ))))))	O

1	You	PRO	hearer	4	np	ba(s:dcl, * 	O
2	're	NOW	be	4	(s:dcl\np)/(s:adj\np)	rp(s:dcl\np, fa(s:dcl\np, * 	O
3	so	INT	so	4	(s:adj\np)/(s:adj\np)	fa(s:adj\np, * 	so.r.01
4	stupid	IST	stupid	0	s:adj\np	* ))	stupid.a.01
5	.	NIL	.	4	.	* )))	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Agent
2	lion	CON	lion	4	n	* )	lion.n.01	Agent
3	is	NOW	be	4	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, * 	O	O
4	roaring	EXG	roar	0	s:ng\np	rp(s:ng\np, * 	roar.v.05	V
5	.	NIL	.	4	.	* ))))	O	O

1	Beethoven	PER	beethoven	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	wrote	EPS	write	0	(s:dcl\np)/np	fa(s:dcl\np, * 	write.v.06	V
3	nine	QUC	9	4	n/n	rp(np, lx(np, n, fa(n, * 	O	Result
4	symphonies	CON	symphony	2	n	* ))	symphony.n.01	Result
5	.	NIL	.	4	.	* ))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Source
2	weather	CON	weather	4	n	* )	weather.n.01	Source
3	is	NOW	be	4	(s:dcl\np)/(s:ng\np)	rp(s:dcl\np, fa(s:dcl\np, * 	O	O
4	clearing	EXG	clear~up	0	(s:ng\np)/pr	fa(s:ng\np, * 	clear_up.v.04	V
5	up	REL	up	4	pr	* ))	O	O
6	.	NIL	.	4	.	* )))	O	O

1	I	PRO	speaker	5	np	ba(s:dcl, * 	O	Agent
2	need	NEC	need	5	(s:dcl\np)/(s:b\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:b\np), * 	O	O
3	n't	NOT	not	5	(s\np)\(s\np)	* )	O	O
4	have	NOW	have	5	(s:b\np)/(s:pt\np)	fa(s:b\np, * 	O	O
5	brought	EXT	bring	0	(s:pt\np)/np	fa(s:pt\np, * 	bring.v.01	V
6	an	DIS	an	7	np/n	rp(np, fa(np, * 	O	Theme
7	umbrella	CON	umbrella	5	n	* )	umbrella.n.01	Theme
8	.	NIL	.	7	.	* ))))))	O	O

1	I	PRO	speaker	3	np	ba(s:dcl, * 	O	Agent
2	'm	NOW	be	3	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, * 	O	O
3	watching	EXG	watch	0	(s:ng\np)/np	fa(s:ng\np, * 	watch.v.03	V
4	figure~skating	CON	figure~skating	3	n	rp(np, lx(np, n, * )	figure_skating.n.01	Theme
5	.	NIL	.	4	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	train	CON	train	3	n	* )	train.n.01	Theme
3	roared	EPS	roar	0	s:dcl\np	ba(s:dcl\np, * 	roar.v.01	V
4	through	REL	through	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Path
5	the	DEF	the	6	np/n	rp(np, fa(np, * 	O	Path
6	tunnel	CON	tunnel	3	n	* )	tunnel.n.01	Path
7	.	NIL	.	6	.	* )))))	O	O

1	She	PRO	female	2	np	ba(s:dcl, * 	female.n.02	Agent
2	obeys	ENS	obey	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	obey.v.01	V
3	him	PRO	male	2	np	* )	male.n.02	Theme
4	.	NIL	.	2	.	* )))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Theme
2	's	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, * 	be.v.02	V
3	the	DEF	the	4	np/n	rp(np, fa(np, * 	O	Co-Theme
4	best	CON	best	2	n	* )	best.n.02	Co-Theme
5	.	NIL	.	4	.	* ))))	O	O

1	I	PRO	speaker	2	np	ba(s:dcl, * 	O	Theme
2	am	ENS	be	0	(s:dcl\np)/pp	fa(s:dcl\np, * 	be.v.03	V
3	from	REL	from	4	pp/np	fa(pp, * 	O	Source
4	China	GPE	china	2	n	rp(np, lx(np, n, * )	country.n.02	Source
5	.	NIL	.	4	.	* )))))	O	O

1	Twenty-five~hundred	QUC	2500	3	n/n	ba(s:dcl, lx(np, n, fa(n, * 	O	Agent
2	British	GPO	britain	3	n/n	fa(n, * 	country.n.02	Agent
3	soldiers	ROL	soldier	4	n	* )))	soldier.n.01	Agent
4	guarded	EPS	guard	0	(s:dcl\np)/np	fa(s:dcl\np, * 	guard.v.03	V
5	the	DEF	the	6	np/n	rp(np, fa(np, * 	O	Theme
6	border	CON	frontier	4	n	* )	frontier.n.02	Theme
7	.	NIL	.	6	.	* ))))	O	O

1	I	PRO	speaker	4	np	ba(s:dcl, * 	O
2	'm	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:adj\np), * 	O
3	never	NOT	time	4	(s\np)\(s\np)	* )	time.n.01
4	late	IST	late	0	s:adj\np	rp(s:adj\np, * 	late.a.02
5	.	NIL	.	4	.	* ))))	O

1	Your	HAS	hearer	2	np/n	ba(s:dcl, fa(np, * 	O
2	zipper	CON	zipper	4	n	* )	zipper.n.01
3	's	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
4	open	IST	open	0	s:adj\np	rp(s:adj\np, * 	open.a.01
5	.	NIL	.	4	.	* ))))	O

1	We	PRO	speaker	2	np	ba(s:dcl, * 	O	Source
2	ran	EPS	run~out	0	((s:dcl\np)/pp)/pr	ba(s:dcl\np, fa(s:dcl\np, fa((s:dcl\np)/pp, * 	run_out.v.01	V
3	out	REL	out	2	pr	* )	O	O
4	of	REL	of	5	pp/np	fa(pp, * 	O	Patient
5	gas	CON	gas	2	n	lx(np, n, * )))	gas.n.03	Patient
6	in	REL	in	8	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Location
7	the	DEF	the	8	np/n	fa(np, * 	O	Location
8	middle	CON	middle	2	n/pp	fa(n, * 	middle.n.01	Location
9	of	REL	of	11	pp/np	fa(pp, * 	O	Location
10	the	DEF	the	11	np/n	rp(np, fa(np, * 	O	Location
11	desert	CON	desert	8	n	* )	desert.n.01	Location
12	.	NIL	.	11	.	* ))))))))	O	O

1	She	PRO	female	4	np	ba(s:dcl, * 	female.n.02
2	is	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	by~no~means	NOT	by~no~means	4	(s:adj\np)/(s:adj\np)	rp(s:adj\np, fa(s:adj\np, * 	O
4	selfish	IST	selfish	0	s:adj\np	* )	selfish.a.01
5	.	NIL	.	4	.	* ))))	O

1	Mary	PER	mary	2	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	works	ENS	work	0	s:dcl\np	ba(s:dcl\np, * 	work.v.02	V
3	for	REL	for	5	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Co-Agent
4	an	DIS	an	5	np/n	fa(np, * 	O	Co-Agent
5	NGO	CON	ngo	2	n	ba(n, * 	ngo.n.01	Co-Agent
6	in	REL	in	7	(n\n)/np	fa(n\n, * 	O	Co-Agent
7	Africa	GPE	africa	5	n	rp(np, lx(np, n, * )	continent.n.01	Co-Agent
8	.	NIL	.	7	.	* ))))))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	misled	EPS	mislead	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	mislead.v.01	V
3	me	PRO	speaker	2	np	* )	O	Patient
4	.	NIL	.	2	.	* )))	O	O

1	I	PRO	speaker	4	np	ba(s:dcl, * 	O	Agent
2	was	PST	be	4	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:ng\np), * 	O	O
3	n't	NOT	not	4	(s\np)\(s\np)	* )	O	O
4	dancing	EXG	dance	0	s:ng\np	rp(s:ng\np, * 	dance.v.02	V
5	!	EMP	!	4	.	* ))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	sings	ENS	sing	0	s:dcl\np	rp(s:dcl\np, ba(s:dcl\np, * 	sing.v.02	V
3	beautifully	IST	beautifully	2	(s\np)\(s\np)	* )	beautifully.r.01	Manner
4	.	NIL	.	2	.	* )))	O	O

1	Everyone	AND	person	3	np	rp(s:dcl, ba(s:dcl, * 	person.n.01	Patient
2	was	PST	be	3	(s:dcl\np)/(s:pss\np)	fa(s:dcl\np, * 	O	O
3	killed	EXS	kill	0	s:pss\np	* ))	kill.v.01	V
4	.	NIL	.	3	.	* ))	O	O

1	What	QUE	entity	2	s:wq/(s:dcl\np)	fa(s:wq, * 	entity.n.01	Theme
2	's	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, * 	be.v.02	V
3	your	HAS	hearer	4	np/(n/pp)	fa(np, * 	O	Co-Theme
4	favorite	TOP	favorite	2	(n/pp)/n	rp(n/pp, fa(n/pp, * 	favorite.a.02	O
5	fast~food	CON	fast~food	4	n	* )	fast_food.n.01	O
6	?	QUE	?	4	.	* )))))	O	O

1	I	PRO	speaker	4	np	ba(s:dcl, * 	O	Agent
2	ca	POS	can	4	(s:dcl\np)/(s:b\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:b\np), * 	O	O
3	n't	NOT	not	4	(s\np)\(s\np)	* )	O	O
4	find	EXS	find	0	(s:b\np)/np	rp(s:b\np, fa(s:b\np, * 	find.v.03	V
5	the	DEF	the	6	np/n	fa(np, * 	O	Theme
6	newspaper	CON	newspaper	4	n	* ))	newspaper.n.03	Theme
7	.	NIL	.	4	.	* ))))	O	O

1	With	REL	with	2	(s:wq/(s:q/pp))/(s:wq/(s:q/np))	fa(s:wq, fa(s:wq/(s:q/pp), * 	O	Co-Agent
2	whom	QUE	person	5	s:wq/(s:q/np)	* )	person.n.01	Co-Agent
3	am	NOW	be	5	(s:q/(s:ng\np))/np	fc(s:q/pp, fa(s:q/(s:ng\np), * 	O	O
4	I	PRO	speaker	5	np	* )	O	Agent
5	speaking	EXG	speak	0	(s:ng\np)/pp	rp((s:ng\np)/pp, * 	speak.v.02	V
6	?	QUE	?	5	.	* ))))	O	O

1	A	DIS	a	2	np/n	ba(s:dcl, fa(np, * 	O	Patient
2	cherry~tree	CON	cherry~tree	3	n	* )	cherry_tree.n.01	Patient
3	grows	EXS	grow	0	s:dcl\np	ba(s:dcl\np, * 	grow.v.03	V
4	in	REL	in	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Location
5	a	DIS	a	6	np/n	rp(np, fa(np, * 	O	Location
6	garden	CON	garden	3	n	* )	garden.n.01	Location
7	.	NIL	.	6	.	* )))))	O	O

1	She	PRO	female	2	np	ba(s:dcl, * 	female.n.02	Agent
2	gave	EPS	give	0	((s:dcl\np)/np)/np	fa(s:dcl\np, fa((s:dcl\np)/np, * 	give.v.03	V
3	him	PRO	male	2	np	* )	male.n.02	Recipient
4	a	DIS	a	5	np/n	rp(np, fa(np, * 	O	Theme
5	clock	CON	clock	2	n	* )	clock.n.01	Theme
6	.	NIL	.	5	.	* ))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O
2	horse	CON	horse	5	n	* )	horse.n.01
3	is	NOW	be	5	(s:dcl\np)/(s:adj\np)	rp(s:dcl\np, fa(s:dcl\np, * 	O
4	not	NOT	not	5	(s:adj\np)/(s:adj\np)	fa(s:adj\np, * 	O
5	white	COL	white	0	s:adj\np	* ))	white.a.01
6	.	NIL	.	5	.	* )))	O

1	We	PRO	speaker	3	np	rp(s:dcl, ba(s:dcl, * 	O	Agent
2	are	NOW	be	3	(s:dcl\np)/(s:ng\np)	ba(s:dcl\np, fa(s:dcl\np, * 	O	O
3	working	EXG	work	0	s:ng\np	* )	work.v.02	V
4	for	REL	for	5	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Co-Agent
5	you	PRO	hearer	3	np	* )))	O	Co-Agent
6	.	NIL	.	3	.	* ))	O	O

1	Terrorists	ROL	terrorist	2	n	ba(s:dcl, lx(np, n, * )	terrorist.n.01	Agent
2	blew	EPS	blow~up	0	((s:dcl\np)/np)/pr	fa(s:dcl\np, fa((s:dcl\np)/np, * 	blow_up.v.01	V
3	up	REL	up	2	pr	* )	O	O
4	a	DIS	a	5	np/n	rp(np, fa(np, * 	O	Patient
5	bus	CON	bus	2	n	* )	bus.n.01	Patient
6	.	NIL	.	5	.	* ))))	O	O

1	He	PRO	male	3	np	ba(s:dcl, * 	male.n.02
2	was	PST	be	3	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	ashamed	IST	ashamed	0	(s:adj\np)/pp	fa(s:adj\np, * 	ashamed.a.01
4	of	REL	of	6	pp/np	fa(pp, * 	O
5	his	HAS	male	6	np/(n/pp)	fa(np, * 	male.n.02
6	ignorance	CON	ignorance	3	n/pp	rp(n/pp, * 	ignorance.n.01
7	.	NIL	.	6	.	* )))))))	O

1	He	PRO	male	2	np	ba(s:dcl, * 	male.n.02	Agent
2	set	EPS	set~down	0	((s:dcl\np)/np)/pr	fa(s:dcl\np, fa((s:dcl\np)/np, * 	set_down.v.01	V
3	down	REL	down	2	pr	* )	O	O
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	Theme
5	telephone~number	CON	telephone~number	2	n	* )	telephone_number.n.01	Theme
6	.	NIL	.	5	.	* ))))	O	O

1	They	PRO	person	2	np	ba(s:dcl, * 	person.n.01	Agent
2	stared	EPS	stare	0	(s:dcl\np)/pp	fa(s:dcl\np, * 	stare.v.01	V
3	at	REL	at	4	pp/np	fa(pp, * 	O	Theme
4	Tom	PER	tom	2	n	rp(np, lx(np, n, * )	male.n.02	Theme
5	.	NIL	.	4	.	* )))))	O	O

1	My	HAS	speaker	2	np/(n/pp)	ba(s:dcl, fa(np, * 	O	Patient
2	throat	CON	throat	3	n/pp	* )	throat.n.01	Patient
3	hurts	ENS	hurt	0	s:dcl\np	rp(s:dcl\np, * 	hurt.v.01	V
4	.	NIL	.	3	.	* )))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	prisoner	ROL	prisoner	4	n	* )	prisoner.n.01	Theme
